strategy,approach,ticker,test_year,horizon
S3_Donchian,D,MTLR,2023,h1
S3_Donchian,D,MTLR,2024,h1
S3_Donchian,D,MTLR,2025,h22
S4_Supertrend,B,MTLR,2022,h1
S4_Supertrend,B,MTLR,2023,h1
S4_Supertrend,B,MTLR,2024,h22
S4_Supertrend,B,MTLR,2025,h22
S4_Supertrend,C,MTLR,2024,h1
S4_Supertrend,C,MTLR,2025,h1
S4_Supertrend,D,MTLR,2022,h1
S4_Supertrend,D,MTLR,2023,h1
S4_Supertrend,D,MTLR,2024,h1
S4_Supertrend,D,MTLR,2025,h1
S5_PivotPoints,B,MTLR,2022,h1
S5_PivotPoints,B,MTLR,2023,h1
S5_PivotPoints,B,MTLR,2024,h1
S5_PivotPoints,B,MTLR,2025,h1
S5_PivotPoints,C,MTLR,2022,?
S5_PivotPoints,C,MTLR,2023,?
S5_PivotPoints,C,MTLR,2024,?
S5_PivotPoints,C,MTLR,2025,?
S5_PivotPoints,D,MTLR,2022,h5
S5_PivotPoints,D,MTLR,2023,h5
S5_PivotPoints,D,MTLR,2024,h5
S5_PivotPoints,D,MTLR,2025,h5
S6_VWAP,B,MTLR,2022,h1
S6_VWAP,B,MTLR,2023,h1
S6_VWAP,B,MTLR,2024,h1
S6_VWAP,B,MTLR,2025,h22
S6_VWAP,C,MTLR,2022,?
S6_VWAP,C,MTLR,2023,?
S6_VWAP,C,MTLR,2024,?
S6_VWAP,C,MTLR,2025,?
S6_VWAP,D,MTLR,2022,h1
S6_VWAP,D,MTLR,2023,h5
S6_VWAP,D,MTLR,2024,h5
S6_VWAP,D,MTLR,2025,h1
S1_MeanRev,B,OGKB,2022,h1
S1_MeanRev,B,OGKB,2023,h1
S1_MeanRev,B,OGKB,2024,h1
S1_MeanRev,B,OGKB,2025,h1
S1_MeanRev,C,OGKB,2022,h5
S1_MeanRev,C,OGKB,2023,h5
S1_MeanRev,C,OGKB,2024,?
S1_MeanRev,C,OGKB,2025,?
S1_MeanRev,D,OGKB,2022,h1
S1_MeanRev,D,OGKB,2023,h1
S1_MeanRev,D,OGKB,2024,h1
S1_MeanRev,D,OGKB,2025,h1
S2_Bollinger,B,OGKB,2022,h1
S2_Bollinger,B,OGKB,2023,h1
S2_Bollinger,B,OGKB,2024,h1
S2_Bollinger,B,OGKB,2025,h22
S2_Bollinger,C,OGKB,2022,h5
S2_Bollinger,C,OGKB,2023,h5
S2_Bollinger,C,OGKB,2024,?
S2_Bollinger,C,OGKB,2025,?
S2_Bollinger,D,OGKB,2022,h1
S2_Bollinger,D,OGKB,2023,h1
S2_Bollinger,D,OGKB,2024,h1
S2_Bollinger,D,OGKB,2025,h1
S3_Donchian,B,OGKB,2022,h1
S3_Donchian,B,OGKB,2023,h1
S3_Donchian,B,OGKB,2024,h1
S3_Donchian,B,OGKB,2025,h1
S3_Donchian,C,OGKB,2022,h22
S3_Donchian,C,OGKB,2023,h5
S3_Donchian,C,OGKB,2024,h1
S3_Donchian,C,OGKB,2025,h1
S3_Donchian,D,OGKB,2022,h5
S3_Donchian,D,OGKB,2023,h5
S3_Donchian,D,OGKB,2024,h1
S3_Donchian,D,OGKB,2025,h1
S4_Supertrend,B,OGKB,2022,h1
S4_Supertrend,B,OGKB,2023,h1
S4_Supertrend,B,OGKB,2024,h1
S4_Supertrend,B,OGKB,2025,h1
S4_Supertrend,C,OGKB,2022,h1
S4_Supertrend,C,OGKB,2023,h22
S4_Supertrend,C,OGKB,2024,h1
S4_Supertrend,C,OGKB,2025,h1
S4_Supertrend,D,OGKB,2022,h22
S4_Supertrend,D,OGKB,2023,h22
S4_Supertrend,D,OGKB,2024,h1
S4_Supertrend,D,OGKB,2025,h1
S5_PivotPoints,B,OGKB,2022,h5
S5_PivotPoints,B,OGKB,2023,h5
S5_PivotPoints,B,OGKB,2024,h5
S5_PivotPoints,B,OGKB,2025,h5
S5_PivotPoints,C,OGKB,2022,?
S5_PivotPoints,C,OGKB,2023,?
S5_PivotPoints,C,OGKB,2024,?
S5_PivotPoints,C,OGKB,2025,?
S5_PivotPoints,D,OGKB,2022,h1
S5_PivotPoints,D,OGKB,2023,h1
S5_PivotPoints,D,OGKB,2024,h1
S5_PivotPoints,D,OGKB,2025,h1
S6_VWAP,B,OGKB,2022,h22
S6_VWAP,B,OGKB,2023,h1
S6_VWAP,B,OGKB,2024,h1
S6_VWAP,B,OGKB,2025,h5
S6_VWAP,C,OGKB,2022,h1
S6_VWAP,C,OGKB,2023,h1
S6_VWAP,C,OGKB,2024,h1
S6_VWAP,C,OGKB,2025,h1
S6_VWAP,D,OGKB,2022,h22
S6_VWAP,D,OGKB,2023,h22
S6_VWAP,D,OGKB,2024,h22
S6_VWAP,D,OGKB,2025,h22
S1_MeanRev,B,MTSS,2022,h1
S1_MeanRev,B,MTSS,2023,h1
S1_MeanRev,B,MTSS,2024,h1
S1_MeanRev,B,MTSS,2025,h1
S1_MeanRev,C,MTSS,2022,?
S1_MeanRev,C,MTSS,2023,?
S1_MeanRev,C,MTSS,2024,?
S1_MeanRev,C,MTSS,2025,?
S1_MeanRev,D,MTSS,2022,h1
S1_MeanRev,D,MTSS,2023,h1
S1_MeanRev,D,MTSS,2024,h1
S1_MeanRev,D,MTSS,2025,h5
S2_Bollinger,B,MTSS,2022,h1
S2_Bollinger,B,MTSS,2023,h1
S2_Bollinger,B,MTSS,2024,h1
S2_Bollinger,B,MTSS,2025,h1
S2_Bollinger,C,MTSS,2022,?
S2_Bollinger,C,MTSS,2023,?
S2_Bollinger,C,MTSS,2024,?
S2_Bollinger,C,MTSS,2025,?
S2_Bollinger,D,MTSS,2022,h1
S2_Bollinger,D,MTSS,2023,h1
S2_Bollinger,D,MTSS,2024,h1
S2_Bollinger,D,MTSS,2025,h5
S3_Donchian,B,MTSS,2022,h5
S3_Donchian,B,MTSS,2023,h5
S3_Donchian,B,MTSS,2024,h5
S3_Donchian,B,MTSS,2025,h5
S3_Donchian,C,MTSS,2022,h1
S3_Donchian,C,MTSS,2023,h22
S3_Donchian,C,MTSS,2024,h22
S3_Donchian,C,MTSS,2025,h22
S3_Donchian,D,MTSS,2022,h22
S3_Donchian,D,MTSS,2023,h22
S3_Donchian,D,MTSS,2024,h1
S3_Donchian,D,MTSS,2025,h1
S4_Supertrend,B,MTSS,2022,h1
S4_Supertrend,B,MTSS,2023,h1
S4_Supertrend,B,MTSS,2024,h5
S4_Supertrend,B,MTSS,2025,h22
S4_Supertrend,C,MTSS,2022,h1
S4_Supertrend,C,MTSS,2023,h1
S4_Supertrend,C,MTSS,2024,h5
S4_Supertrend,C,MTSS,2025,h1
S4_Supertrend,D,MTSS,2022,h22
S4_Supertrend,D,MTSS,2023,h22
S4_Supertrend,D,MTSS,2024,h5
S4_Supertrend,D,MTSS,2025,h5
S5_PivotPoints,B,MTSS,2022,h1
S5_PivotPoints,B,MTSS,2023,h1
S5_PivotPoints,B,MTSS,2024,h1
S5_PivotPoints,B,MTSS,2025,h1
S5_PivotPoints,C,MTSS,2022,?
S5_PivotPoints,C,MTSS,2023,?
S5_PivotPoints,C,MTSS,2024,?
S5_PivotPoints,C,MTSS,2025,?
S5_PivotPoints,D,MTSS,2022,h1
S5_PivotPoints,D,MTSS,2023,h1
S5_PivotPoints,D,MTSS,2024,h1
S5_PivotPoints,D,MTSS,2025,h1
S6_VWAP,B,MTSS,2022,h5
S6_VWAP,B,MTSS,2023,h1
S6_VWAP,B,MTSS,2024,h1
S6_VWAP,B,MTSS,2025,h1
S6_VWAP,C,MTSS,2022,h22
S6_VWAP,C,MTSS,2023,h5
S6_VWAP,C,MTSS,2024,h5
S6_VWAP,C,MTSS,2025,h22
S6_VWAP,D,MTSS,2022,h22
S6_VWAP,D,MTSS,2023,h22
S6_VWAP,D,MTSS,2024,h22
S6_VWAP,D,MTSS,2025,h22
S1_MeanRev,B,RTKM,2022,h1
S1_MeanRev,B,RTKM,2023,h22
S1_MeanRev,B,RTKM,2024,h22
S1_MeanRev,B,RTKM,2025,h22
S1_MeanRev,C,RTKM,2022,h1
S1_MeanRev,C,RTKM,2023,h1
S1_MeanRev,C,RTKM,2024,h5
S1_MeanRev,C,RTKM,2025,h5
S1_MeanRev,D,RTKM,2022,h1
S1_MeanRev,D,RTKM,2023,h1
S1_MeanRev,D,RTKM,2024,h5
S1_MeanRev,D,RTKM,2025,h1
S2_Bollinger,B,RTKM,2022,h22
S2_Bollinger,B,RTKM,2023,h22
S2_Bollinger,B,RTKM,2024,h1
S2_Bollinger,B,RTKM,2025,h1
S2_Bollinger,C,RTKM,2022,h1
S2_Bollinger,C,RTKM,2023,h5
S2_Bollinger,C,RTKM,2024,h22
S2_Bollinger,C,RTKM,2025,h5
S2_Bollinger,D,RTKM,2022,h5
S2_Bollinger,D,RTKM,2023,h1
S2_Bollinger,D,RTKM,2024,h5
S2_Bollinger,D,RTKM,2025,h1
S3_Donchian,B,RTKM,2022,h22
S3_Donchian,B,RTKM,2023,h22
S3_Donchian,B,RTKM,2024,h5
S3_Donchian,B,RTKM,2025,h22
S3_Donchian,C,RTKM,2022,h1
S3_Donchian,C,RTKM,2023,h1
S3_Donchian,C,RTKM,2024,h1
S3_Donchian,C,RTKM,2025,h22
S3_Donchian,D,RTKM,2022,h5
S3_Donchian,D,RTKM,2023,h5
S3_Donchian,D,RTKM,2024,h5
S3_Donchian,D,RTKM,2025,h5
S4_Supertrend,B,RTKM,2022,h1
S4_Supertrend,B,RTKM,2023,h1
S4_Supertrend,B,RTKM,2024,h5
S4_Supertrend,B,RTKM,2025,h5
S4_Supertrend,C,RTKM,2022,h22
S4_Supertrend,C,RTKM,2023,h1
S4_Supertrend,C,RTKM,2024,h5
S4_Supertrend,C,RTKM,2025,h1
S4_Supertrend,D,RTKM,2022,h5
S4_Supertrend,D,RTKM,2023,h1
S4_Supertrend,D,RTKM,2024,h1
S4_Supertrend,D,RTKM,2025,h5
S5_PivotPoints,B,RTKM,2022,h1
S5_PivotPoints,B,RTKM,2023,h1
S5_PivotPoints,B,RTKM,2024,h1
S5_PivotPoints,B,RTKM,2025,h1
S5_PivotPoints,C,RTKM,2022,h22
S5_PivotPoints,C,RTKM,2023,?
S5_PivotPoints,C,RTKM,2024,?
S5_PivotPoints,C,RTKM,2025,?
S5_PivotPoints,D,RTKM,2022,h1
S5_PivotPoints,D,RTKM,2023,h1
S5_PivotPoints,D,RTKM,2024,h1
S5_PivotPoints,D,RTKM,2025,h1
S6_VWAP,B,RTKM,2022,h1
S6_VWAP,B,RTKM,2023,h1
S6_VWAP,B,RTKM,2024,h1
S6_VWAP,B,RTKM,2025,h1
S6_VWAP,C,RTKM,2022,h1
S6_VWAP,C,RTKM,2023,h1
S6_VWAP,C,RTKM,2024,?
S6_VWAP,C,RTKM,2025,?
S6_VWAP,D,RTKM,2022,h1
S6_VWAP,D,RTKM,2023,h1
S6_VWAP,D,RTKM,2024,h1
S6_VWAP,D,RTKM,2025,h1
S1_MeanRev,B,SBER,2022,h1
S1_MeanRev,B,SBER,2023,h1
S1_MeanRev,B,SBER,2024,h1
S1_MeanRev,B,SBER,2025,h1
S1_MeanRev,C,SBER,2022,h1
S1_MeanRev,C,SBER,2023,?
S1_MeanRev,C,SBER,2024,?
S1_MeanRev,C,SBER,2025,?
S1_MeanRev,D,SBER,2022,h1
S1_MeanRev,D,SBER,2023,h1
S1_MeanRev,D,SBER,2024,h1
S1_MeanRev,D,SBER,2025,h1
S2_Bollinger,B,SBER,2022,h1
S2_Bollinger,B,SBER,2023,h1
S2_Bollinger,B,SBER,2024,h1
S2_Bollinger,B,SBER,2025,h1
S2_Bollinger,C,SBER,2022,h5
S2_Bollinger,C,SBER,2023,?
S2_Bollinger,C,SBER,2024,?
S2_Bollinger,C,SBER,2025,?
S2_Bollinger,D,SBER,2022,h1
S2_Bollinger,D,SBER,2023,h1
S2_Bollinger,D,SBER,2024,h1
S2_Bollinger,D,SBER,2025,h1
S3_Donchian,B,SBER,2022,h5
S3_Donchian,B,SBER,2023,h5
S3_Donchian,B,SBER,2024,h22
S3_Donchian,B,SBER,2025,h1
S3_Donchian,C,SBER,2022,h5
S3_Donchian,C,SBER,2023,h5
S3_Donchian,C,SBER,2024,h5
S3_Donchian,C,SBER,2025,h5
S3_Donchian,D,SBER,2022,h5
S3_Donchian,D,SBER,2023,h5
S3_Donchian,D,SBER,2024,h5
S3_Donchian,D,SBER,2025,h22
S4_Supertrend,B,SBER,2022,h1
S4_Supertrend,B,SBER,2023,h22
S4_Supertrend,B,SBER,2024,h22
S4_Supertrend,B,SBER,2025,h1
S4_Supertrend,C,SBER,2022,h1
S4_Supertrend,C,SBER,2023,h5
S4_Supertrend,C,SBER,2024,h22
S4_Supertrend,C,SBER,2025,h1
S4_Supertrend,D,SBER,2022,h5
S4_Supertrend,D,SBER,2023,h1
S4_Supertrend,D,SBER,2024,h1
S4_Supertrend,D,SBER,2025,h5
S5_PivotPoints,B,SBER,2022,h5
S5_PivotPoints,B,SBER,2023,h5
S5_PivotPoints,B,SBER,2024,h1
S5_PivotPoints,B,SBER,2025,h1
S5_PivotPoints,C,SBER,2022,h1
S5_PivotPoints,C,SBER,2023,?
S5_PivotPoints,C,SBER,2024,?
S5_PivotPoints,C,SBER,2025,?
S5_PivotPoints,D,SBER,2022,h5
S5_PivotPoints,D,SBER,2023,h1
S5_PivotPoints,D,SBER,2024,h1
S5_PivotPoints,D,SBER,2025,h1
S6_VWAP,B,SBER,2022,h1
S6_VWAP,B,SBER,2023,h1
S6_VWAP,B,SBER,2024,h1
S6_VWAP,B,SBER,2025,h1
S6_VWAP,C,SBER,2022,h1
S6_VWAP,C,SBER,2023,?
S6_VWAP,C,SBER,2024,?
S6_VWAP,C,SBER,2025,?
S6_VWAP,D,SBER,2022,h5
S6_VWAP,D,SBER,2023,h1
S6_VWAP,D,SBER,2024,h1
S6_VWAP,D,SBER,2025,h1
S1_MeanRev,B,NVTK,2022,h1
S1_MeanRev,B,NVTK,2023,h1
S1_MeanRev,B,NVTK,2024,h1
S1_MeanRev,B,NVTK,2025,h1
S1_MeanRev,C,NVTK,2022,h1
S1_MeanRev,C,NVTK,2023,h5
S1_MeanRev,C,NVTK,2024,h22
S1_MeanRev,C,NVTK,2025,h1
S1_MeanRev,D,NVTK,2022,h5
S1_MeanRev,D,NVTK,2023,h5
S1_MeanRev,D,NVTK,2024,h5
S1_MeanRev,D,NVTK,2025,h5
S2_Bollinger,B,NVTK,2022,h1
S2_Bollinger,B,NVTK,2023,h1
S2_Bollinger,B,NVTK,2024,h1
S2_Bollinger,B,NVTK,2025,h1
S2_Bollinger,C,NVTK,2022,h22
S2_Bollinger,C,NVTK,2023,h22
S2_Bollinger,C,NVTK,2024,h1
S2_Bollinger,C,NVTK,2025,h1
S2_Bollinger,D,NVTK,2022,h5
S2_Bollinger,D,NVTK,2023,h5
S2_Bollinger,D,NVTK,2024,h5
S2_Bollinger,D,NVTK,2025,h5
S3_Donchian,B,NVTK,2022,h22
S3_Donchian,B,NVTK,2023,h1
S3_Donchian,B,NVTK,2024,h22
S3_Donchian,B,NVTK,2025,h1
S3_Donchian,C,NVTK,2022,h22
S3_Donchian,C,NVTK,2023,h1
S3_Donchian,C,NVTK,2024,h5
S3_Donchian,C,NVTK,2025,h22
S3_Donchian,D,NVTK,2022,h1
S3_Donchian,D,NVTK,2023,h1
S3_Donchian,D,NVTK,2024,h1
S3_Donchian,D,NVTK,2025,h22
S4_Supertrend,B,NVTK,2022,h1
S4_Supertrend,B,NVTK,2023,h1
S4_Supertrend,B,NVTK,2024,h5
S4_Supertrend,B,NVTK,2025,h1
S4_Supertrend,C,NVTK,2022,h1
S4_Supertrend,C,NVTK,2023,h5
S4_Supertrend,C,NVTK,2024,h1
S4_Supertrend,C,NVTK,2025,h22
S4_Supertrend,D,NVTK,2022,h22
S4_Supertrend,D,NVTK,2023,h22
S4_Supertrend,D,NVTK,2024,h22
S4_Supertrend,D,NVTK,2025,h1
S5_PivotPoints,B,NVTK,2022,h1
S5_PivotPoints,B,NVTK,2023,h1
S5_PivotPoints,B,NVTK,2024,h5
S5_PivotPoints,B,NVTK,2025,h22
S5_PivotPoints,C,NVTK,2022,h1
S5_PivotPoints,C,NVTK,2023,h5
S5_PivotPoints,C,NVTK,2024,h1
S5_PivotPoints,C,NVTK,2025,?
S5_PivotPoints,D,NVTK,2022,h1
S5_PivotPoints,D,NVTK,2023,h1
S5_PivotPoints,D,NVTK,2024,h1
S5_PivotPoints,D,NVTK,2025,h1
S6_VWAP,B,NVTK,2022,h1
S6_VWAP,B,NVTK,2023,h1
S6_VWAP,B,NVTK,2024,h22
S6_VWAP,B,NVTK,2025,h1
S6_VWAP,C,NVTK,2022,?
S6_VWAP,C,NVTK,2023,?
S6_VWAP,C,NVTK,2024,?
S6_VWAP,C,NVTK,2025,h5
S6_VWAP,D,NVTK,2022,h1
S6_VWAP,D,NVTK,2023,h1
S6_VWAP,D,NVTK,2024,h1
S6_VWAP,D,NVTK,2025,h5
S1_MeanRev,B,PHOR,2022,h1
S1_MeanRev,B,PHOR,2023,h1
S1_MeanRev,B,PHOR,2024,h1
S1_MeanRev,B,PHOR,2025,h1
S1_MeanRev,C,PHOR,2022,?
S1_MeanRev,C,PHOR,2023,?
S1_MeanRev,C,PHOR,2024,?
S1_MeanRev,C,PHOR,2025,h5
S1_MeanRev,D,PHOR,2022,h1
S1_MeanRev,D,PHOR,2023,h1
S1_MeanRev,D,PHOR,2024,h1
S1_MeanRev,D,PHOR,2025,h5
S2_Bollinger,B,PHOR,2022,h1
S2_Bollinger,B,PHOR,2023,h1
S2_Bollinger,B,PHOR,2024,h1
S2_Bollinger,B,PHOR,2025,h1
S2_Bollinger,C,PHOR,2022,?
S2_Bollinger,C,PHOR,2023,?
S2_Bollinger,C,PHOR,2024,?
S2_Bollinger,C,PHOR,2025,h5
S2_Bollinger,D,PHOR,2022,h1
S2_Bollinger,D,PHOR,2023,h1
S2_Bollinger,D,PHOR,2024,h1
S2_Bollinger,D,PHOR,2025,h5
S3_Donchian,B,PHOR,2022,h5
S3_Donchian,B,PHOR,2023,h22
S3_Donchian,B,PHOR,2024,h22
S3_Donchian,B,PHOR,2025,h22
S3_Donchian,C,PHOR,2022,h5
S3_Donchian,C,PHOR,2023,h22
S3_Donchian,C,PHOR,2024,h1
S3_Donchian,C,PHOR,2025,h1
S3_Donchian,D,PHOR,2022,h1
S3_Donchian,D,PHOR,2023,h1
S3_Donchian,D,PHOR,2024,h1
S3_Donchian,D,PHOR,2025,h1
S4_Supertrend,B,PHOR,2022,h5
S4_Supertrend,B,PHOR,2023,h5
S4_Supertrend,B,PHOR,2024,h5
S4_Supertrend,B,PHOR,2025,h22
S4_Supertrend,C,PHOR,2022,h22
S4_Supertrend,C,PHOR,2023,h1
S4_Supertrend,C,PHOR,2025,h22
S4_Supertrend,D,PHOR,2022,h1
S4_Supertrend,D,PHOR,2023,h1
S4_Supertrend,D,PHOR,2024,h1
S4_Supertrend,D,PHOR,2025,h22
S5_PivotPoints,B,PHOR,2022,h1
S5_PivotPoints,B,PHOR,2023,h1
S5_PivotPoints,B,PHOR,2024,h1
S5_PivotPoints,B,PHOR,2025,h1
S5_PivotPoints,C,PHOR,2022,h5
S5_PivotPoints,C,PHOR,2023,?
S5_PivotPoints,C,PHOR,2024,h22
S5_PivotPoints,C,PHOR,2025,h22
S5_PivotPoints,D,PHOR,2022,h1
S5_PivotPoints,D,PHOR,2023,h1
S5_PivotPoints,D,PHOR,2024,h1
S5_PivotPoints,D,PHOR,2025,h1
S6_VWAP,B,PHOR,2022,h1
S6_VWAP,B,PHOR,2023,h1
S6_VWAP,B,PHOR,2024,h1
S6_VWAP,B,PHOR,2025,h1
S6_VWAP,C,PHOR,2022,?
S6_VWAP,C,PHOR,2023,h1
S6_VWAP,C,PHOR,2024,?
S6_VWAP,C,PHOR,2025,h5
S6_VWAP,D,PHOR,2022,h1
S6_VWAP,D,PHOR,2023,h5
S6_VWAP,D,PHOR,2024,h1
S6_VWAP,D,PHOR,2025,h1
S1_MeanRev,B,VTBR,2022,h1
S1_MeanRev,B,VTBR,2023,h22
S1_MeanRev,B,VTBR,2024,h1
S1_MeanRev,B,VTBR,2025,h1
S1_MeanRev,C,VTBR,2022,h1
S1_MeanRev,C,VTBR,2023,h22
S1_MeanRev,C,VTBR,2024,h5
S1_MeanRev,C,VTBR,2025,?
S1_MeanRev,D,VTBR,2022,h22
S1_MeanRev,D,VTBR,2023,h5
S1_MeanRev,D,VTBR,2024,h22
S1_MeanRev,D,VTBR,2025,h1
S2_Bollinger,B,VTBR,2022,h1
S2_Bollinger,B,VTBR,2023,h1
S2_Bollinger,B,VTBR,2024,h1
S2_Bollinger,B,VTBR,2025,h1
S2_Bollinger,C,VTBR,2022,?
S2_Bollinger,C,VTBR,2023,?
S2_Bollinger,C,VTBR,2024,?
S2_Bollinger,C,VTBR,2025,?
S2_Bollinger,D,VTBR,2022,h1
S2_Bollinger,D,VTBR,2023,h1
S2_Bollinger,D,VTBR,2024,h1
S2_Bollinger,D,VTBR,2025,h1
S3_Donchian,B,VTBR,2022,h1
S3_Donchian,B,VTBR,2023,h1
S3_Donchian,B,VTBR,2024,h1
S3_Donchian,B,VTBR,2025,h1
S3_Donchian,C,VTBR,2022,h22
S3_Donchian,C,VTBR,2023,h5
S3_Donchian,C,VTBR,2024,h22
S3_Donchian,C,VTBR,2025,h5
S3_Donchian,D,VTBR,2022,h5
S3_Donchian,D,VTBR,2023,h5
S3_Donchian,D,VTBR,2024,h22
S3_Donchian,D,VTBR,2025,h22
S4_Supertrend,B,VTBR,2022,h1
S4_Supertrend,B,VTBR,2023,h1
S4_Supertrend,B,VTBR,2024,h1
S4_Supertrend,B,VTBR,2025,h5
S4_Supertrend,C,VTBR,2022,h22
S4_Supertrend,C,VTBR,2023,h22
S4_Supertrend,C,VTBR,2024,h22
S4_Supertrend,C,VTBR,2025,h5
S4_Supertrend,D,VTBR,2022,h5
S4_Supertrend,D,VTBR,2023,h5
S4_Supertrend,D,VTBR,2024,h5
S4_Supertrend,D,VTBR,2025,h5
S5_PivotPoints,B,VTBR,2022,h1
S5_PivotPoints,B,VTBR,2023,h1
S5_PivotPoints,B,VTBR,2024,h1
S5_PivotPoints,B,VTBR,2025,h1
S5_PivotPoints,C,VTBR,2022,h1
S5_PivotPoints,C,VTBR,2023,?
S5_PivotPoints,C,VTBR,2024,?
S5_PivotPoints,C,VTBR,2025,?
S5_PivotPoints,D,VTBR,2022,h1
S5_PivotPoints,D,VTBR,2023,h1
S5_PivotPoints,D,VTBR,2024,h1
S5_PivotPoints,D,VTBR,2025,h1
S6_VWAP,B,VTBR,2022,h1
S6_VWAP,B,VTBR,2023,h1
S6_VWAP,B,VTBR,2024,h1
S6_VWAP,B,VTBR,2025,h1
S6_VWAP,C,VTBR,2022,?
S6_VWAP,C,VTBR,2023,h22
S6_VWAP,C,VTBR,2024,h1
S6_VWAP,C,VTBR,2025,?
S6_VWAP,D,VTBR,2022,h1
S6_VWAP,D,VTBR,2023,h5
S6_VWAP,D,VTBR,2024,h22
S6_VWAP,D,VTBR,2025,h1
S1_MeanRev,B,TATN,2022,h1
S1_MeanRev,B,TATN,2023,h1
S1_MeanRev,B,TATN,2024,h22
S1_MeanRev,B,TATN,2025,h1
S1_MeanRev,C,TATN,2022,h22
S1_MeanRev,C,TATN,2023,h22
S1_MeanRev,C,TATN,2024,h22
S1_MeanRev,C,TATN,2025,h22
S1_MeanRev,D,TATN,2022,h5
S1_MeanRev,D,TATN,2023,h1
S1_MeanRev,D,TATN,2024,h5
S1_MeanRev,D,TATN,2025,h1
S2_Bollinger,B,TATN,2022,h1
S2_Bollinger,B,TATN,2023,h22
S2_Bollinger,B,TATN,2024,h1
S2_Bollinger,B,TATN,2025,h1
S2_Bollinger,C,TATN,2022,h22
S2_Bollinger,C,TATN,2023,h22
S2_Bollinger,C,TATN,2024,h22
S2_Bollinger,C,TATN,2025,h22
S2_Bollinger,D,TATN,2022,h1
S2_Bollinger,D,TATN,2023,h22
S2_Bollinger,D,TATN,2024,h1
S2_Bollinger,D,TATN,2025,h5
S3_Donchian,B,TATN,2022,h1
S3_Donchian,B,TATN,2023,h1
S3_Donchian,B,TATN,2024,h1
S3_Donchian,B,TATN,2025,h1
S3_Donchian,C,TATN,2022,h1
S3_Donchian,C,TATN,2023,h5
S3_Donchian,C,TATN,2024,h1
S3_Donchian,C,TATN,2025,h1
S3_Donchian,D,TATN,2022,h1
S3_Donchian,D,TATN,2023,h22
S3_Donchian,D,TATN,2024,h1
S3_Donchian,D,TATN,2025,h1
S4_Supertrend,B,TATN,2022,h1
S4_Supertrend,B,TATN,2023,h22
S4_Supertrend,B,TATN,2024,h5
S4_Supertrend,B,TATN,2025,h22
S4_Supertrend,C,TATN,2022,h1
S4_Supertrend,C,TATN,2024,h1
S4_Supertrend,C,TATN,2025,h1
S4_Supertrend,D,TATN,2022,h5
S4_Supertrend,D,TATN,2023,h5
S4_Supertrend,D,TATN,2024,h1
S4_Supertrend,D,TATN,2025,h1
S5_PivotPoints,B,TATN,2022,h1
S5_PivotPoints,B,TATN,2023,h22
S5_PivotPoints,B,TATN,2024,h1
S5_PivotPoints,B,TATN,2025,h22
S5_PivotPoints,C,TATN,2022,h1
S5_PivotPoints,C,TATN,2023,h5
S5_PivotPoints,C,TATN,2024,h5
S5_PivotPoints,C,TATN,2025,h1
S5_PivotPoints,D,TATN,2022,h5
S5_PivotPoints,D,TATN,2023,h1
S5_PivotPoints,D,TATN,2024,h5
S5_PivotPoints,D,TATN,2025,h5
S6_VWAP,B,TATN,2022,h1
S6_VWAP,B,TATN,2023,h1
S6_VWAP,B,TATN,2024,h1
S6_VWAP,B,TATN,2025,h1
S6_VWAP,C,TATN,2022,h22
S6_VWAP,C,TATN,2023,h1
S6_VWAP,C,TATN,2024,h5
S6_VWAP,C,TATN,2025,h5
S6_VWAP,D,TATN,2022,h5
S6_VWAP,D,TATN,2023,h22
S6_VWAP,D,TATN,2024,h5
S6_VWAP,D,TATN,2025,h5
